"variable","GND","real","alpha","model"
"X98",24.05,0,"5.28",9.19113828043948e-05
"X98",24.15,0,"5.28",9.00981905870539e-05
"X98",24.25,0,"5.28",8.83273436308237e-05
"X98",24.35,0,"5.28",8.65977009217787e-05
"X98",24.45,0,"5.28",8.49081562493487e-05
"X98",24.55,0,"5.28",8.32576370221748e-05
"X98",24.65,0,"5.28",8.16451031283833e-05
"X98",24.75,0,"5.28",8.00695458384577e-05
"X98",24.85,0,"5.28",7.85299867489718e-05
"X98",24.95,0,"5.28",7.70254767655184e-05
"X98",25.05,0,"5.28",7.55550951232498e-05
"X98",25.15,0,"5.28",7.4117948443507e-05
"X98",25.25,0,"5.28",7.27131698250876e-05
"X98",25.35,0,"5.28",7.13399179687633e-05
"X98",25.45,0,"5.28",6.99973763337165e-05
"X98",25.55,0,"5.28",6.86847523246277e-05
"X98",25.65,0,"5.28",6.74012765081946e-05
"X98",25.75,0,"5.28",6.61462018579207e-05
"X98",25.85,0,"5.28",6.49188030260584e-05
"X98",25.95,0,"5.28",6.3718375641641e-05
"X98",26.05,0,"5.28",6.25442356335811e-05
"X98",26.15,0,"5.28",6.1395718577859e-05
"X98",26.25,0,"5.28",6.02721790678632e-05
"X98",26.35,0,"5.28",5.91729901069877e-05
"X98",26.45,0,"5.28",5.8097542522625e-05
"X98",26.55,0,"5.28",5.7045244410142e-05
"X98",26.65,0,"5.28",5.60155205401829e-05
"X98",26.75,0,"5.28",5.50078119261425e-05
"X98",26.85,0,"5.28",5.40215752217517e-05
"X98",26.95,0,"5.28",5.30562822850184e-05
"X98",27.05,0,"5.28",5.21114196570284e-05
"X98",27.15,0,"5.28",5.11864881805177e-05
"X98",27.25,0,"5.28",5.02810024820553e-05
"X98",27.35,0,"5.28",4.93944905833871e-05
"X98",27.45,0,"5.28",4.85264934816932e-05
"X98",27.55,0,"5.28",4.76765647514459e-05
"X98",27.65,0,"5.28",4.68442701597444e-05
"X98",27.75,0,"5.28",4.60291872946282e-05
"X98",27.85,0,"5.28",4.52309052058904e-05
"X98",27.95,0,"5.28",4.44490240579312e-05
"X98",28.05,0,"5.28",4.36831547942118e-05
"X98",28.15,0,"5.28",4.29329188128838e-05
"X98",28.25,0,"5.28",4.21979476531876e-05
"X98",28.35,0,"5.28",4.14778826919483e-05
"X98",28.45,0,"5.28",4.0772374851764e-05
"X98",28.55,0,"5.28",4.00810843146122e-05
"X98",28.65,0,"5.28",3.94036802503855e-05
"X98",28.75,0,"5.28",3.87398405501644e-05
"X98",28.85,0,"5.28",3.80892515698241e-05
"X98",28.95,0,"5.28",3.74516078816936e-05
"X98",29.05,0,"5.28",3.68266120342553e-05
"X98",29.15,0,"5.28",3.62139743195986e-05
"X98",29.25,0,"5.28",3.56134125483546e-05
"X98",29.35,0,"5.28",3.50246518318498e-05
"X98",29.45,0,"5.28",3.44474243712251e-05
"X98",29.55,0,"5.28",3.38814692532755e-05
"X98",29.65,0,"5.28",3.33265322527786e-05
"X98",29.75,0,"5.28",3.27823656410846e-05
"X98",29.85,0,"5.28",3.22487280007523e-05
"X98",29.95,0,"5.28",3.17253840460211e-05
"X98",3.05,0.395414237992307,"5.28",0.264870492063835
"X98",3.15,0.370098727441018,"5.28",0.245611621976884
"X98",3.25,0.351638152258533,"5.28",0.227812278291197
"X98",3.35,0.334365548369742,"5.28",0.211372137238952
"X98",3.45,0.322562619683237,"5.28",0.19619404835924
"X98",3.55,0.311940748561464,"5.28",0.182185005823624
"X98",3.65,0.29265799997783,"5.28",0.169256766474586
"X98",3.75,0.292438573348769,"5.28",0.157326199814231
"X98",3.85,0.26536718800007,"5.28",0.146315437629543
"X98",3.95,0.25285960630905,"5.28",0.136151876525371
"X98",30.05,0,"5.28",3.12121044489195e-05
"X98",30.15,0,"5.28",3.07086656708157e-05
"X98",30.25,0,"5.28",3.02148497992242e-05
"X98",30.35,0,"5.28",2.97304443896895e-05
"X98",30.45,0,"5.28",2.92552423125743e-05
"X98",30.55,0,"5.28",2.87890416045852e-05
"X98",30.65,0,"5.28",2.83316453248767e-05
"X98",30.75,0,"5.28",2.7882861415578e-05
"X98",30.95,0,"5.28",2.70103860845457e-05
"X98",4.05,0.238207670512231,"5.28",0.126768074884655
"X98",4.15,0.219930284819613,"5.28",0.118101576310689
"X98",4.25,0.213026983077132,"5.28",0.110094684167621
"X98",4.35,0.193229584927421,"5.28",0.102694205791963
"X98",4.45,0.191636528989671,"5.28",0.0958511803286927
"X98",4.55,0.184945145666981,"5.28",0.0895206004795476
"X98",4.65,0.176717156578376,"5.28",0.0836611356253187
"X98",4.75,0.16759980159808,"5.28",0.0782348616045186
"X98",4.85,0.153806116903138,"5.28",0.0732070007712075
"X98",4.95,0.146093639485982,"5.28",0.0685456746820999
"X98",5.05,0.140828547495999,"5.28",0.0642216708280747
"X98",5.15,0.131479204477122,"5.28",0.0602082242124962
"X98",5.25,0.121619615525701,"5.28",0.0564808133417948
"X98",5.35,0.109571060528416,"5.28",0.0530169720991259
"X98",5.45,0.101086552582226,"5.28",0.0497961147508208
"X98",5.55,0.0883582851403658,"5.28",0.04679937530991
"X98",5.65,0.082247639143419,"5.28",0.0440094597649036
"X98",5.75,0.0769379189524977,"5.28",0.0414105105286147
"X98",5.85,0.0623734468295344,"5.28",0.0389879822989703
"X98",5.95,0.0710077914572671,"5.28",0.03672852852135
"X98",6.05,0.059709620988506,"5.28",0.0346198976575924
"X98",6.15,0.0610389780783804,"5.28",0.0326508384947577
"X98",6.25,0.0782296045538692,"5.28",0.0308110137628329
"X98",6.35,0.0699580385766646,"5.28",0.0290909213716055
"X98",6.45,0.0607971392950178,"5.28",0.027481822620704
"X98",6.55,0.0712594886556329,"5.28",0.0259756767813124
"X98",6.65,0.0613326323856344,"5.28",0.0245650814924123
"X98",6.75,0.0576806432675932,"5.28",0.0232432184575783
"X98",6.85,0.0497305662208868,"5.28",0.0220038039695799
"X98",6.95,0.044274941912948,"5.28",0.0208410438294099
"X98",7.05,0.045418299113778,"5.28",0.0197495922630632
"X98",7.15,0.0428463602848276,"5.28",0.0187245144739403
"X98",7.25,0.0382752227495656,"5.28",0.0177612525006007
"X98",7.35,0.034196875133786,"5.28",0.0168555940791162
"X98",7.45,0.0372524425330144,"5.28",0.0160036442364251
"X98",7.55,0.0334283932963672,"5.28",0.0152017993659887
"X98",7.65,0.0281905360715379,"5.28",0.0144467235598472
"X98",7.75,0.0279671306223975,"5.28",0.0137353269919736
"X98",7.85,0.0285007843989189,"5.28",0.0130647461667946
"X98",7.95,0.024890465092462,"5.28",0.012432325864002
"X98",8.05,0.0248989304110863,"5.28",0.0118356026264651
"X98",8.15,0.018045345416762,"5.28",0.0112722896522893
"X98",8.25,0.0207824430197542,"5.28",0.0107402629650244
"X98",8.35,0.0179769403206606,"5.28",0.0102375487476735
"X98",8.45,0.0169099850386145,"5.28",0.00976231173684073
"X98",8.55,0.0190123750233997,"5.28",0.00931284458293739
"X98",8.65,0.0170507394047091,"5.28",0.00888755809107699
"X98",8.75,0.0174728692930361,"5.28",0.00848497226518154
"X98",8.85,0.0180554929777486,"5.28",0.00810370808495761
"X98",8.95,0.0125957675828175,"5.28",0.00774247995186187
"X98",9.05,0.0148800895141128,"5.28",0.00740008874606101
"X98",9.15,0.0170947074644349,"5.28",0.00707541544144586
"X98",9.25,0.0172912646638653,"5.28",0.00676741523126615
"X98",9.35,0.0115974813558974,"5.28",0.00647511212012556
"X98",9.45,0.00978458775498685,"5.28",0.00619759394316377
"X98",9.55,0.0100213961472803,"5.28",0.00593400777613194
"X98",9.65,0.0116898957304866,"5.28",0.00568355570352273
"X98",9.75,0.0140382212351851,"5.28",0.00544549091481128
"X98",9.85,0.0138574894136207,"5.28",0.00521911410151969
"X98",9.95,0.0140938840632717,"5.28",0.00500377013021787
"X98.5",0.05,0.95208289282959,"5.28",0.999999999997646
"X98.5",0.15,0.938447340596389,"5.28",0.999999594055607
"X98.5",0.25,0.929293941606066,"5.28",0.999947240759114
"X98.5",0.35,0.929639656824106,"5.28",0.999221156391516
"X98.5",0.45,0.891227391636275,"5.28",0.995687045396276
"X98.5",0.55,0.866388821800858,"5.28",0.986030987894203
"X98.5",0.65,0.817441081346969,"5.28",0.967379199897809
"X98.5",0.75,0.828821163282682,"5.28",0.938508046385401
"X98.5",0.95,0.782558807614936,"5.28",0.853566877622413
"X98.5",1.05,0.739035794488037,"5.28",0.801632844501007
"X98.5",1.15,0.737011715068162,"5.28",0.746542932158231
"X98.5",1.25,0.717752052223013,"5.28",0.690383248076164
"X98.5",1.35,0.661571768431158,"5.28",0.634821815653103
"X98.5",1.45,0.630568395851673,"5.28",0.581091043012415
"X98.5",1.55,0.587133942682814,"5.28",0.530031596475432
"X98.5",1.65,0.578815176562966,"5.28",0.4821611993116
"X98.5",1.75,0.561388707520494,"5.28",0.437747155413989
"X98.5",1.85,0.533508465247991,"5.28",0.396872025154651
"X98.5",1.95,0.50210050176567,"5.28",0.359488347857051
"X98.5",10.05,0.00704986666190575,"5.28",0.00144100401260568
"X98.5",10.15,0.00962062910036668,"5.28",0.00137944698912824
"X98.5",10.25,0.00726373144315582,"5.28",0.00132098233819611
"X98.5",10.35,0.00710887519711118,"5.28",0.00126543202773635
"X98.5",10.45,0.00699678369554221,"5.28",0.00121262954844126
"X98.5",10.55,0.00910181507820266,"5.28",0.00116241908767729
"X98.5",10.65,0.005822137207759,"5.28",0.00111465476827818
"X98.5",10.75,0.00632434460196394,"5.28",0.0010691999466248
"X98.5",10.85,0.00754818508940324,"5.28",0.00102592656501662
"X98.5",10.95,0.00788926197311676,"5.28",0.000984714553782021
"X98.5",11.05,0.0127132860095631,"5.28",0.000945451278985205
"X98.5",11.15,0.0139341452253513,"5.28",0.00090803103195844
"X98.5",11.25,0.0123637942231978,"5.28",0.000872354557223929
"X98.5",11.35,0.0110666279520027,"5.28",0.000838328615673213
"X98.5",11.45,0.00885522241560423,"5.28",0.000805865580146992
"X98.5",11.55,0.0109694975592483,"5.28",0.00077488306080742
"X98.5",11.65,0.0128309636842566,"5.28",0.000745303557920874
"X98.5",11.75,0.013328978288302,"5.28",0.000717054139874221
"X98.5",11.85,0.0126358463629701,"5.28",0.000690066144433794
"X98.5",11.95,0.0103530459511999,"5.28",0.000664274901425371
"X98.5",12.05,0.0108925000239103,"5.28",0.000639619475167268
"X98.5",12.15,0.0120759008655426,"5.28",0.000616042425128524
"X98.5",12.25,0.00982510160850614,"5.28",0.000593489583411486
"X98.5",12.35,0.00950686314334876,"5.28",0.000571909847774105
"X98.5",12.45,0.00872675264778114,"5.28",0.000551254989012937
"X98.5",12.55,0.00924726779337809,"5.28",0.000531479471624259
"X98.5",12.65,0.0087999667856626,"5.28",0.000512540286748667
"X98.5",12.75,0.00707824602995146,"5.28",0.000494396796484837
"X98.5",12.85,0.00835998635856676,"5.28",0.000477010588731482
"X98.5",12.95,0.00811189106591236,"5.28",0.00046034534178364
"X98.5",13.05,0.00877860705318999,"5.28",0.000444366697970731
"X98.5",13.15,0.00826694736660472,"5.28",0.00042904214567997
"X98.5",13.25,0.00896987125393913,"5.28",0.000414340909160111
"X98.5",13.35,0.00755809039973613,"5.28",0.000400233845547606
"X98.5",13.45,0.00783187426491349,"5.28",0.000386693348600333
"X98.5",13.55,0.00794364098006456,"5.28",0.000373693258663854
"X98.5",13.65,0.00739614844195641,"5.28",0.000361208778431123
"X98.5",13.75,0.00686525701770435,"5.28",0.000349216394090281
"X98.5",13.85,0.00656867394356917,"5.28",0.000337693801490211
"X98.5",13.95,0.00635202232325848,"5.28",0.000326619836950289
"X98.5",14.05,0.0065293214256348,"5.28",0.000315974412457686
"X98.5",14.15,0.00568776200522663,"5.28",0.000305738454873872
"X98.5",14.25,0.00526222043725219,"5.28",0.000295893848932514
"X98.5",14.35,0.00438044275440431,"5.28",0.000286423383752553
"X98.5",14.45,0.00400801818008888,"5.28",0.000277310702633339
"X98.5",14.55,0.00296293474593449,"5.28",0.000268540255912631
"X98.5",14.65,0.00290807371531141,"5.28",0.000260097256684061
"X98.5",14.75,0.00241548095001367,"5.28",0.000251967639185248
"X98.5",14.85,0.00207607530873534,"5.28",0.000244138019681223
"X98.5",14.95,0.00188118153663602,"5.28",0.000236595659680253
"X98.5",15.05,0.00161372686957558,"5.28",0.000229328431330631
"X98.5",15.15,0.00152499013462532,"5.28",0.000222324784857639
"X98.5",15.25,0.00135379538500624,"5.28",0.000215573717909688
"X98.5",15.35,0.00120192496760105,"5.28",0.00020906474669175
"X98.5",15.45,0.00109101579162121,"5.28",0.000202787878772566
"X98.5",15.55,0.000899128255120793,"5.28",0.000196733587459964
"X98.5",15.65,0.000950452901379311,"5.28",0.000190892787645747
"X98.5",15.75,0.000777686846856301,"5.28",0.000185256813028391
"X98.5",15.85,0.000621371958551616,"5.28",0.000179817394627916
"X98.5",15.95,0.00051562106972058,"5.28",0.000174566640513072
"X98.5",16.05,0.000514531032379937,"5.28",0.000169497016666332
"X98.5",16.15,0.000507913790612785,"5.28",0.000164601328917094
"X98.5",16.25,0.000516263810630347,"5.28",0.000159872705878136
"X98.5",16.35,0.000470630592250601,"5.28",0.000155304582824607
"X98.5",16.45,0.000432340823233393,"5.28",0.000150890686458832
"X98.5",16.55,0.000405086678037354,"5.28",0.00014662502050788
"X98.5",16.65,0.000368543486830017,"5.28",0.0001425018521043
"X98.5",16.75,0.000310204298306707,"5.28",0.00013851569890363
"X98.5",16.85,0.000254713774310217,"5.28",0.000134661316895051
"X98.5",16.95,0.000199052578387144,"5.28",0.000130933688884053
"X98.5",17.05,0.000161330146446942,"5.28",0.000127328013475136
"X98.5",17.15,0.000128630003243279,"5.28",0.000123839694918949
"X98.5",17.25,0.000101596295961357,"5.28",0.00012046433312439
"X98.5",17.35,7.21817739335898e-05,"5.28",0.000117197714469913
"X98.5",17.45,5.78396720743989e-05,"5.28",0.00011403580298575
"X98.5",17.55,4.7607027505605e-05,"5.28",0.000110974732011449
"X98.5",17.65,3.79810479797686e-05,"5.28",0.000108010796285842
"X98.5",17.75,3.17792444918992e-05,"5.28",0.000105140444442767
"X98.5",17.85,2.39876483773121e-05,"5.28",0.000102360271891382
"X98.5",17.95,1.78652238253956e-05,"5.28",9.96670140590159e-05
"X98.5",18.05,1.85104079653653e-05,"5.28",9.70575399761486e-05
"X98.5",18.15,1.57217492477502e-05,"5.28",9.45288461867113e-05
"X98.5",18.25,1.09507193859559e-05,"5.28",9.20780509606961e-05
"X98.5",18.35,5.79020929307793e-06,"5.28",8.97023887991713e-05
"X98.5",18.45,8.90785755154894e-06,"5.28",8.73992052109114e-05
"X98.5",18.55,2.58004015710371e-06,"5.28",8.51659517478077e-05
"X98.5",18.65,0,"5.28",8.30001812847815e-05
"X98.5",18.75,1.99867193558741e-06,"5.28",8.08995435310689e-05
"X98.5",18.85,6.12331978778319e-07,"5.28",7.88617807605024e-05
"X98.5",18.95,0,"5.28",7.68847237491357e-05
"X98.5",19.05,0,"5.28",7.49662879092283e-05
"X98.5",19.15,7.33240929378807e-07,"5.28",7.31044696092326e-05
"X98.5",19.25,0,"5.28",7.12973426700238e-05
"X98.5",19.35,9.10826996191507e-07,"5.28",6.95430550281616e-05
"X98.5",19.45,0,"5.28",6.78398255574961e-05
"X98.5",19.55,0,"5.28",6.61859410409205e-05
"X98.5",19.65,0,"5.28",6.45797532845298e-05
"X98.5",19.75,0,"5.28",6.30196763668791e-05
"X98.5",19.85,0,"5.28",6.15041840164404e-05
"X98.5",19.95,0,"5.28",6.00318071107369e-05
"X98.5",2.05,0.493393578619534,"5.28",0.325461825765752
"X98.5",2.15,0.468565065979309,"5.28",0.294604061137094
"X98.5",2.25,0.444134948890888,"5.28",0.266696562270472
"X98.5",2.35,0.415626757641923,"5.28",0.241507810038939
"X98.5",2.45,0.386953543290703,"5.28",0.218805000085909
"X98.5",2.55,0.386542164934234,"5.28",0.198361809607704
"X98.5",2.65,0.384677023866552,"5.28",0.179963263464492
"X98.5",2.75,0.344193787940059,"5.28",0.163408528841266
"X98.5",2.85,0.33415336654565,"5.28",0.148512263156012
"X98.5",2.95,0.328263277538206,"5.28",0.135104977021217
"X98.5",20.05,0,"5.28",5.86011312909955e-05
"X98.5",20.15,0,"5.28",5.72107946864933e-05
"X98.5",20.25,0,"5.28",5.58594857430936e-05
"X98.5",20.35,0,"5.28",5.45459411507653e-05
"X98.5",20.45,0,"5.28",5.32689438651604e-05
"X98.5",20.55,0,"5.28",5.20273212185917e-05
"X98.5",20.65,0,"5.28",5.0819943116001e-05
"X98.5",20.75,0,"5.28",4.96457203117431e-05
"X98.5",20.85,0,"5.28",4.8503602763236e-05
"X98.5",20.95,0,"5.28",4.7392578057732e-05
"X98.5",21.05,0,"5.28",4.63116699086674e-05
"X98.5",21.15,0,"5.28",4.52599367182294e-05
"X98.5",21.25,0,"5.28",4.42364702029578e-05
"X98.5",21.35,0,"5.28",4.32403940793646e-05
"X98.5",21.45,0,"5.28",4.22708628067087e-05
"X98.5",21.55,0,"5.28",4.13270603842132e-05
"X98.5",21.65,0,"5.28",4.04081992001521e-05
"X98.5",21.75,0,"5.28",3.95135189303619e-05
"X98.5",21.85,0,"5.28",3.8642285483864e-05
"X98.5",21.95,0,"5.28",3.77937899933948e-05
"X98.5",22.05,0,"5.28",3.69673478487569e-05
"X98.5",22.15,0,"5.28",3.61622977710212e-05
"X98.5",22.25,0,"5.28",3.53780009255984e-05
"X98.5",22.35,0,"5.28",3.46138400746709e-05
"X98.5",22.45,0,"5.28",3.38692187528923e-05
"X98.5",22.55,0,"5.28",3.31435605069284e-05
"X98.5",22.65,0,"5.28",3.24363081275137e-05
"X98.5",22.75,0,"5.28",3.17469229421535e-05
"X98.5",22.85,0,"5.28",3.1074884125374e-05
"X98.5",22.95,0,"5.28",3.04196880390955e-05
"X98.5",23.05,0,"5.28",2.97808475998873e-05
"X98.5",23.15,0,"5.28",2.91578916719071e-05
"X98.5",23.25,0,"5.28",2.85503644843873e-05
"X98.5",23.35,0,"5.28",2.79578250725817e-05
"X98.5",23.45,0,"5.28",2.73798467411442e-05
"X98.5",23.55,0,"5.28",2.68160165489522e-05
"X98.5",23.65,0,"5.28",2.62659348144426e-05
"X98.5",23.75,0,"5.28",2.57292146405653e-05
"X98.5",23.85,0,"5.28",2.52054814585062e-05
"X98.5",23.95,0,"5.28",2.46943725893682e-05
"X98.5",24.05,0,"5.28",2.41955368230393e-05
"X98.5",24.15,0,"5.28",2.37086340135114e-05
"X98.5",24.25,0,"5.28",2.32333346899468e-05
"X98.5",24.35,0,"5.28",2.27693196828243e-05
"X98.5",24.45,0,"5.28",2.23162797645253e-05
"X98.5",24.55,0,"5.28",2.18739153037508e-05
"X98.5",24.65,0,"5.28",2.14419359331879e-05
"X98.5",24.75,0,"5.28",2.10200602298708e-05
"X98.5",24.85,0,"5.28",2.06080154077066e-05
"X98.5",24.95,0,"5.28",2.02055370216595e-05
"X98.5",25.05,0,"5.28",1.98123686831116e-05
"X98.5",25.15,0,"5.28",1.94282617859373e-05
"X98.5",25.25,0,"5.28",1.90529752428528e-05
"X98.5",25.35,0,"5.28",1.86862752316169e-05
"X98.5",25.45,0,"5.28",1.83279349506835e-05
"X98.5",25.55,0,"5.28",1.79777343839196e-05
"X98.5",25.65,0,"5.28",1.76354600740215e-05
"X98.5",25.75,0,"5.28",1.73009049042787e-05
"X98.5",25.85,0,"5.28",1.69738678883476e-05
"X98.5",25.95,0,"5.28",1.66541539677165e-05
"X98.5",26.05,0,"5.28",1.6341573816551e-05
"X98.5",26.15,0,"5.28",1.60359436536293e-05
"X98.5",26.25,0,"5.28",1.57370850610834e-05
"X98.5",26.35,0,"5.28",1.5444824809678e-05
"X98.5",26.45,0,"5.28",1.51589946903698e-05
"X98.5",26.55,0,"5.28",1.48794313518997e-05
"X98.5",26.65,0,"5.28",1.46059761441819e-05
"X98.5",26.75,0,"5.28",1.43384749672643e-05
"X98.5",26.85,0,"5.28",1.40767781256434e-05
"X98.5",26.95,0,"5.28",1.38207401877252e-05
"X98.5",27.05,0,"5.28",1.35702198502354e-05
"X98.5",27.15,0,"5.28",1.33250798073863e-05
"X98.5",27.25,0,"5.28",1.30851866246197e-05
"X98.5",27.35,0,"5.28",1.285041061675e-05
"X98.5",27.45,0,"5.28",1.26206257303394e-05
"X98.5",27.55,0,"5.28",1.23957094301463e-05
"X98.5",27.65,0,"5.28",1.21755425894908e-05
"X98.5",27.75,0,"5.28",1.19600093843905e-05
"X98.5",27.85,0,"5.28",1.17489971913251e-05
"X98.5",27.95,0,"5.28",1.15423964884929e-05
"X98.5",28.05,0,"5.28",1.13401007604303e-05
"X98.5",28.15,0,"5.28",1.11420064058673e-05
"X98.5",28.25,0,"5.28",1.09480126487006e-05
"X98.5",28.35,0,"5.28",1.07580214519678e-05
"X98.5",28.45,0,"5.28",1.05719374347128e-05
"X98.5",28.55,0,"5.28",1.0389667791636e-05
"X98.5",28.65,0,"5.28",1.02111222154274e-05
"X98.5",28.75,0,"5.28",1.00362128216841e-05
"X98.5",28.85,0,"5.28",9.86485407631907e-06
"X98.5",28.95,0,"5.28",9.69696272537032e-06
"X98.5",29.05,0,"5.28",9.53245772712346e-06
"X98.5",29.15,0,"5.28",9.371260186465e-06
"X98.5",29.25,0,"5.28",9.21329329138541e-06
"X98.5",29.35,0,"5.28",9.05848225155568e-06
"X98.5",29.45,0,"5.28",8.90675423890294e-06
"X98.5",29.55,0,"5.28",8.75803833011407e-06
"X98.5",29.65,0,"5.28",8.61226545099902e-06
"X98.5",29.75,0,"5.28",8.46936832264794e-06
"X98.5",29.85,0,"5.28",8.329281409319e-06
"X98.5",29.95,0,"5.28",8.19194086799599e-06
"X98.5",3.05,0.307162147411998,"5.28",0.12303274805216
"X98.5",3.15,0.285067206808346,"5.28",0.112156525985793
"X98.5",3.25,0.264240975529428,"5.28",0.102351198532589
"X98.5",3.35,0.2523028386426,"5.28",0.0935045353489226
"X98.5",3.45,0.241588310653093,"5.28",0.085516089620443
"X98.5",3.55,0.229683292003522,"5.28",0.0782961096175105
"X98.5",3.65,0.214010215560094,"5.28",0.0717644933763957
"X98.5",3.75,0.21574714499493,"5.28",0.0658498061506623
"X98.5",3.85,0.190250091653898,"5.28",0.0604883709984602
"X98.5",3.95,0.177996734032781,"5.28",0.0556234365817729
"X98.5",30.05,0,"5.28",8.05728449955718e-06
"X98.5",30.15,0,"5.28",7.92525170149928e-06
"X98.5",30.25,0,"5.28",7.79578342216229e-06
"X98.5",30.35,0,"5.28",7.66882211640293e-06
"X98.5",30.45,0,"5.28",7.54431170266699e-06
"X98.5",30.55,0,"5.28",7.42219752141186e-06
"X98.5",30.65,0,"5.28",7.30242629483301e-06
"X98.5",30.75,0,"5.28",7.18494608784978e-06
"X98.5",30.95,0,"5.28",6.95665748035237e-06
"X98.5",4.05,0.167739938481324,"5.28",0.0512044221128694
"X98.5",4.15,0.147320123402636,"5.28",0.0471862367420824
"X98.5",4.25,0.141876424033577,"5.28",0.043528669110405
"X98.5",4.35,0.127711642949947,"5.28",0.0401958419657171
"X98.5",4.45,0.127295775431348,"5.28",0.0371557261412619
"X98.5",4.55,0.122476595029431,"5.28",0.0343797089076479
"X98.5",4.65,0.115144844752321,"5.28",0.0318422105840334
"X98.5",4.75,0.109416717239484,"5.28",0.0295203449322651
"X98.5",4.85,0.0984084836170157,"5.28",0.0273936183899047
"X98.5",4.95,0.0941831939171109,"5.28",0.0254436638777043
"X98.5",5.05,0.0890679069929509,"5.28",0.0236540052764227
"X98.5",5.15,0.0823275375915261,"5.28",0.0220098490574647
"X98.5",5.25,0.0758960302540449,"5.28",0.0204978999208005
"X98.5",5.35,0.0657707498548293,"5.28",0.0191061976364942
"X98.5",5.45,0.0607276437348731,"5.28",0.0178239726004009
"X98.5",5.55,0.0523505251294094,"5.28",0.0166415178995957
"X98.5",5.65,0.0488031845116435,"5.28",0.015550075939554
"X98.5",5.75,0.0447150146031485,"5.28",0.0145417379144722
"X98.5",5.85,0.0352476447148914,"5.28",0.0136093546062565
"X98.5",5.95,0.0412424737979011,"5.28",0.0127464571787653
"X98.5",6.05,0.0362639940439854,"5.28",0.0119471867939335
"X98.5",6.15,0.0352705084282003,"5.28",0.0112062320176537
"X98.5",6.25,0.0521875665944177,"5.28",0.0105187731076075
"X98.5",6.35,0.0438415599649726,"5.28",0.00988043238466619
"X98.5",6.45,0.0366379587774312,"5.28",0.00928722998531346
"X98.5",6.55,0.0475597937099831,"5.28",0.00873554437762973
"X98.5",6.65,0.0402237366118301,"5.28",0.00822207709621137
"X98.5",6.75,0.0379112147278671,"5.28",0.00774382121754952
"X98.5",6.85,0.0316284309981808,"5.28",0.00729803315365741
"X98.5",6.95,0.0284102295655855,"5.28",0.00688220739196488
"X98.5",7.05,0.030519539764397,"5.28",0.00649405385332891
"X98.5",7.15,0.0282057444721874,"5.28",0.00613147757851121
"X98.5",7.25,0.0245520916852348,"5.28",0.0057925604872754
"X98.5",7.35,0.0222098112920528,"5.28",0.00547554498395825
"X98.5",7.45,0.0244408902226855,"5.28",0.00517881920945476
"X98.5",7.55,0.0210914159029394,"5.28",0.00490090376251607
"X98.5",7.65,0.0171705227935434,"5.28",0.00464043973344473
"X98.5",7.75,0.0172283547458362,"5.28",0.00439617791105999
"X98.5",7.85,0.0181355278255033,"5.28",0.00416696903939861
"X98.5",7.95,0.0152644825752704,"5.28",0.00395175501466237
"X98.5",8.05,0.016533151150139,"5.28",0.00374956092463992
"X98.5",8.15,0.0104120548035873,"5.28",0.00355948784416684
"X98.5",8.25,0.0126934710278993,"5.28",0.00338070630923261
"X98.5",8.35,0.0108552953654968,"5.28",0.00321245040097884
"X98.5",8.45,0.0108145722910454,"5.28",0.00305401237820663
"X98.5",8.55,0.0127302659129885,"5.28",0.0029047378036089
"X98.5",8.65,0.0108031650740674,"5.28",0.00276402111478335
"X98.5",8.75,0.0106411948156319,"5.28",0.00263130159631968
"X98.5",8.85,0.0116264053504235,"5.28",0.00250605971341219
"X98.5",8.95,0.00740466772436667,"5.28",0.00238781377308514
"X98.5",9.05,0.0096814081624195,"5.28",0.00227611687965807
"X98.5",9.15,0.0115732948381055,"5.28",0.00217055415778367
"X98.5",9.25,0.0120302980889896,"5.28",0.00207074021937474
"X98.5",9.35,0.00744115278459338,"5.28",0.00197631684366376
"X98.5",9.45,0.0067714477750092,"5.28",0.00188695086386907
"X98.5",9.55,0.00656524726223259,"5.28",0.00180233222806839
"X98.5",9.65,0.00838830719199412,"5.28",0.00172217222609001
"X98.5",9.75,0.0103954557353265,"5.28",0.00164620186467742
"X98.5",9.85,0.00996273878650545,"5.28",0.00157417037784479
"X98.5",9.95,0.0103754670665959,"5.28",0.00150584386025224
"X99",0.05,0.951345529192975,"5.28",0.999999990635441
"X99",0.15,0.93506384774967,"5.28",0.999926906321903
"X99",0.25,0.922314986929674,"5.28",0.997908077459792
"X99",0.35,0.920561434127577,"5.28",0.987102717802615
"X99",0.45,0.880047119698186,"5.28",0.959937607304131
"X99",0.55,0.849245344106819,"5.28",0.914125355022884
"X99",0.65,0.786026667044583,"5.28",0.852802585191165
"X99",0.75,0.820759133008354,"5.28",0.781631498798646
"X99",0.95,0.751815425887207,"5.28",0.631391016255007
"X99",1.05,0.663894961736663,"5.28",0.559950078404999
"X99",1.15,0.646156573819496,"5.28",0.493815613369627
"X99",1.25,0.610824004855217,"5.28",0.433855473803349
"X99",1.35,0.567036843667239,"5.28",0.380287798551886
"X99",1.45,0.543800116484835,"5.28",0.332924957432668
"X99",1.55,0.448307251405486,"5.28",0.29134955455278
"X99",1.65,0.477675431773448,"5.28",0.255033018213486
"X99",1.75,0.430497424793106,"5.28",0.223411099361615
"X99",1.85,0.437032482312479,"5.28",0.195929179068549
